rank_emul	rank_star	rank_real	rank_outdeg	rank_tweet	rank_out_real	rank_in_real
829	563	41389	560	35487	314241	987415
830	402	256	650	148	456	1324966
831	5856	12022	3140	8197	60779	801954
832	924	1405	474	1494	1291	34684
833	931	4836	2664	8464	6373	579006
834	1144	377	914	1405	206	80398
835	2145	7806	1430	18162	5960	1242969
836	2236	12655	655	7163	53981	124312
837	894	1249	1007	892	2958	918582
838	1661	4744	1394	2573	13583	174519
839	1574	7915	1608	6550	21154	42697
840	1111	2968	567	3205	4071	1805
841	859	533	971	2244	191	148332
842	666	1207	531	633	2064	1329152
843	4773	8009	1937	9778	8840	40503
844	832	3674	900	3422	2820	1023306
845	1558	5894	806	10464	5258	1330628
846	755	1226	726	1110	1142	1296321
847	905	2971	786	1496	5609	840693
848	2209	7417	1785	9732	8383	1335069
849	4303	24977	533	36020	28963	208014
850	565	920	622	338	2411	1334750
851	713	1091	947	596	2467	345233
852	634	1176	853	333	5197	8141
853	7899	12597	2426	24006	7849	596880
854	414	635	512	237	1611	197
855	1851	5342	1955	7916	9700	1339621
856	511	145	739	426	65	775159
857	903	1236	3333	2225	1114	1258652
858	600	1162	1241	1526	2187	286689
859	566	552	600	382	1008	906766
860	1267	4647	639	4419	6935	57061
861	3078	20753	3568	11028	77532	1339729
862	1309	2226	799	2336	3175	35705
863	4249	34400	1742	44228	202598	974265
864	852	6476	993	14705	3195	199654
865	3042	39273	1205	18221	262207	795652
866	2137	4163	1805	3356	12834	81117
867	1395	597	1129	2598	165	888431
868	3231	4785	2333	6075	5995	611396
869	3222	6073	1861	7057	6735	42941
870	825	1578	756	3481	3099	402117
871	818	1544	1966	1831	3183	444482
872	1351	2961	1318	1503	5456	377391
873	727	1450	652	1297	1902	801116
874	929	968	1391	994	1424	918592
875	882	1744	2138	2637	1383	320186
876	4456	4032	3463	8523	5201	166899
877	576	809	818	944	1388	151805
878	2144	3683	1408	5513	4321	873081
879	645	380	1180	329	822	1035183
880	954	1255	1962	1342	2656	130170
881	607	608	885	299	1167	1302599
882	2619	14005	1479	44976	11478	837263
883	867	852	979	648	1014	393361
884	656	1110	720	1410	1535	106331
885	762	1730	642	1221	2363	1334490
886	230	1029	624	1502	2694	1022858
887	3771	35183	525	21607	163677	984836
888	817	810	870	555	1157	1287209
889	667	873	868	613	2065	1301583
890	1476	2385	2422	2071	4328	1025343
891	507	1938	620	1532	10205	77614
892	2242	3438	1323	3763	3357	1288053
893	5590	38714	738	42038	261711	327341
894	934	1373	1198	744	2357	1153484
895	1106	574	793	1859	454	133232
896	2274	1421	3919	1648	2546	16582
897	1286	1963	1313	1371	2606	531915
898	608	472	949	348	870	1333217
899	653	2551	597	860	11018	816222
900	706	1567	767	859	5398	1307632
901	463	467	579	571	674	38005
902	1954	8545	812	4792	25258	16015
903	3270	37364	573	24816	135695	723015
904	836	2314	388	1466	4410	585
905	684	490	742	933	485	9540
906	1249	3826	2180	3265	4145	1314358
907	5880	16804	4851	16489	45951	592638
908	1984	2386	2721	4625	1678	1076507
909	575	711	621	406	1267	1329683
910	712	1038	667	664	1482	1290598
911	2300	859	695	4852	142	592993
912	558	433	1311	298	1346	208081
913	819	1060	867	1457	1247	1339376
914	612	1185	612	501	3757	68461
915	551	697	829	463	952	1298497
916	966	469	1580	1163	473	1023419
917	738	816	951	736	1296	796603
918	692	806	1093	619	985	429346
919	1235	763	1209	1420	775	504147
920	518	949	928	775	1205	156606
921	2882	18874	646	13079	66139	240227
922	3626	21452	873	17263	108784	259607
923	579	428	901	277	1044	1229371
924	652	626	798	455	942	128364
925	1066	1295	905	3206	601	168869
926	639	703	1001	527	1203	1031924
927	2319	5088	1766	4498	16027	168726
928	1603	3695	613	2866	5369	38564
929	1677	8708	1015	16298	9655	79601
930	971	883	1633	1164	2231	247680
931	1113	1957	542	2529	2767	345242
932	1396	2607	2370	2915	4301	996707
933	4503	24288	1603	15799	76139	94805
934	633	1337	810	1122	1735	70774
935	640	582	548	632	767	1311863
936	403	344	974	170	1017	339067
937	504	652	405	985	781	18830
938	828	1006	985	685	1382	1263650
939	676	2364	477	1023	6193	62442
940	618	868	645	686	1414	335953
941	641	1408	491	748	2768	298
942	1340	1759	1530	6738	3035	1338821
943	1796	13782	987	8956	39273	285907
944	552	450	638	473	646	1321975
945	2893	23843	2270	40685	66103	157009
946	1718	1503	1992	4676	630	1082636
947	404	228	714	430	251	1319969
948	1071	2989	373	2461	6985	33771
949	1298	906	2079	1657	1259	780159
950	962	911	676	1010	2887	266214
951	502	253	432	475	270	11860
952	619	422	775	341	571	53974
953	827	781	1176	996	881	1323530
954	996	800	954	1591	792	284369
955	3498	10334	666	10842	16375	4559
956	5686	7476	3554	8779	22336	1042696
957	3368	20558	3116	44842	20073	305928
958	1858	4113	1672	3679	6724	1314241
959	574	881	673	589	1529	36785
960	1595	889	1822	1766	618	303
961	1738	1215	1961	1520	1916	205773
962	496	342	1248	281	705	9705
963	1412	4235	831	3037	9291	150625
964	1213	2657	871	2828	3703	225944
965	1304	2271	2024	1523	4779	1084246
966	2571	5767	828	5573	7353	18966
967	5203	39339	2339	14258	571151	329390
968	809	2198	1099	1377	7155	518113
969	879	736	681	874	780	1331312
970	1096	1505	661	3099	749	1151630
971	4308	41028	611	26792	302079	791982
972	582	387	1237	205	1657	84521
973	1348	1749	1679	1607	3122	918558
974	2050	5434	1393	9441	4482	826693
975	2383	4528	791	6981	2808	517960
976	3014	4038	1130	7103	3244	82700
977	691	724	1326	763	2725	838961
978	718	383	719	587	448	3372
979	7576	39367	2885	44929	224306	131681
980	12947	18905	5983	24038	38927	451016
981	515	667	627	344	1156	1336768
982	4922	23646	565	43574	26671	69153
983	4025	9926	2119	6386	31160	370201
984	1202	1571	1890	2163	1193	1110133
985	1449	4151	3160	2221	9653	1296390
986	1130	1540	2498	2404	1361	1338552
987	520	217	782	314	399	1339530
988	561	1546	598	583	5178	220035
989	659	6264	5390	6122	9130	290879
990	7344	15148	4383	9986	93964	1054286
991	1127	765	1062	1389	911	391
992	1159	1212	2004	1225	2393	918568
993	707	1023	896	561	2114	843444
994	635	981	960	570	4083	2438
995	308	328	1043	293	649	313456
996	1471	1923	2741	2793	3222	1339401
997	908	631	1315	704	1164	13009
998	2314	7626	1101	4849	35441	79892
999	483	396	643	250	909	1314150
1000	1077	1811	640	2281	6239	1339681
1001	1513	1027	1244	5706	207	498882
1002	683	702	762	432	1237	912701
1003	1067	1720	1514	920	5268	953428
1004	1149	30655	866	12620	117774	1331945
1005	1190	3140	789	1518	5563	1337093
1006	646	972	448	870	2050	7118
1007	580	446	869	586	720	53881
1008	477	194	569	687	88	635818
1009	9739	9846	4015	28032	9567	15018
1010	7679	15215	2239	43525	18720	77630
1011	2170	2720	2518	7086	1930	363994
1012	855	830	1194	433	1465	668449
1013	731	823	703	581	1238	692545
1014	2465	15275	882	16037	35434	68251
1015	1332	1507	1274	2749	1396	144892
1016	1283	1045	2020	890	2520	918567
1017	703	1014	2166	638	1757	122158
1018	3904	21895	595	40767	47872	732245
1019	497	196	916	152	343	39180
1020	493	385	1161	242	1318	60361
1021	1022	1005	2616	2754	954	1337843
1022	2858	33216	6042	31931	86370	1216685
1023	1479	2601	3255	3248	2394	353343
1024	1178	4653	835	1845	16256	400005
1025	2471	5074	1930	3344	12560	199427
1026	1501	2581	607	2711	5099	193413
1027	1175	301	1034	1390	61	169754
1028	824	1645	591	1796	2619	80345
1029	1512	5929	1006	4147	9001	1285253
1030	397	250	698	264	393	680155
1031	875	6788	3057	18034	4757	621753
1032	702	1563	1086	766	2034	287087
1033	1087	2984	603	1912	6946	112
1034	1995	2925	1097	2998	4974	348614
1035	3776	39666	690	35586	313930	201652
1036	887	4877	4381	4730	9093	1335259
1037	1589	3086	1258	2902	3883	363478
1038	1352	1846	3106	1506	3465	276
1039	1596	2635	1899	4877	6454	256628
1040	674	899	633	618	1677	67503
1041	1729	6074	526	6885	6055	169
1042	7433	19727	3415	42172	20694	691135
1043	654	721	926	389	2439	1045112
1044	3872	9894	2476	18275	4990	118743
1045	4644	16114	800	29621	36805	272892
1046	842	335	636	1167	267	11113
1047	4398	23596	2106	18316	21759	82161
1048	1619	1743	2403	2667	1321	611709
1049	3069	9977	1482	43716	6476	350658
1050	449	304	763	306	711	305391
1051	785	912	883	557	1521	1308755
1052	1016	2262	814	3254	1851	86237
1053	1010	1918	773	1916	2198	1339645
1054	622	963	1832	1057	1617	556
1055	1314	1856	718	2076	2207	2088
1056	947	5849	435	9249	8203	1266744
1057	8231	9226	4065	10979	41587	290729
1058	1391	1762	1756	1130	4326	434881
1059	1908	10778	1144	11386	15572	264925
1060	1032	4421	1475	3684	7685	550168
1061	1887	4127	1404	3133	4787	25
1062	974	267	1057	1001	116	146299
1063	1132	1884	1242	1318	2509	1212472
1064	1906	3977	2418	3032	6876	996730
1065	1743	3099	3055	2847	2468	53294
1066	1215	578	2708	1093	728	251879
1067	2058	5245	2063	5646	7472	1339562
1068	2686	3418	1457	7663	2006	1060616
1069	1277	2958	1127	1646	6060	1322411
1070	911	2025	662	1305	2930	1293019
1071	2641	2798	904	6748	2667	596280
1072	3213	13296	4672	14804	16209	369787
1073	1054	1765	910	1830	2109	1281243
1074	2287	2713	2709	5209	1293	1148794
1075	1115	2587	498	8254	1064	1213717
1076	5364	14061	991	31606	14737	309521
1077	2081	3397	988	4030	4512	11261
1078	624	537	1075	331	782	1261459
1079	830	505	996	695	1068	842961
1080	2478	6525	3353	4771	16321	1300846
1081	492	448	997	266	1621	66140
1082	3126	6692	723	11286	6300	2684
1083	790	995	1216	828	2576	812222
1084	900	1322	553	1778	2023	158615
1085	1198	610	2215	1964	332	659806
1086	1983	5986	395	5452	11630	2960
1087	605	1296	2177	930	2841	373536
1088	2712	18622	865	30764	19197	386547
1089	4671	17827	2902	23588	14881	129220
1090	2678	3465	2054	2789	4568	1034970
1091	804	2282	593	1536	5719	106717
1092	2742	12630	1629	11413	26567	2508
1093	596	1013	819	469	2316	894624
1094	1011	1094	1799	534	1545	1126068
1095	776	1354	572	1234	2226	69157
1096	963	3559	704	1987	4049	5935
1097	670	1961	862	1210	2963	1337860
1098	1250	1655	1309	1038	2332	107187
1099	985	1752	1765	958	3454	1336037
1100	1091	444	2309	545	606	1233016
1101	1090	3524	543	2100	9721	88973
1102	1009	1392	1218	1127	3194	1307884
1103	1078	2456	1522	1451	3256	1330873
1104	373	92	709	147	161	125880
1105	629	326	1124	276	416	91196
1106	2017	5615	1055	3672	10026	6566
1107	2937	3876	1162	8201	3076	216920
1108	1275	3759	917	2965	8353	334694
1109	581	554	1281	290	2021	140392
1110	7267	34607	2829	44551	280353	567219
1111	1003	1888	937	3217	4522	585691
1112	3762	15520	2172	8293	71732	760209
1113	1890	686	2343	2028	284	366790
1114	1605	550	1228	2882	151	268662
1115	1105	343	807	1617	68	1028246
1116	8257	28408	2712	42409	77298	95223
1117	1137	1268	1529	2607	1211	8980
1118	6139	23764	1826	17342	61738	460299
1119	539	913	1106	1244	1100	66412
1120	1721	769	2991	2410	297	146811
1121	627	1934	568	1147	5289	6894
1122	2520	18295	861	15659	51294	313998
1123	662	1489	688	646	2811	1327281
1124	3450	7975	890	10530	6472	10315
1125	783	1147	808	816	2626	64477
1126	1711	4441	3784	7963	3181	1336644
1127	714	684	972	461	1067	1080420
1128	2221	2897	1490	2785	8282	1259140
1129	1312	3494	747	2533	18019	1191310
1130	593	407	934	267	787	1327539
1131	1315	2002	487	3187	1897	948841
1132	747	3118	927	1661	5308	1339674
1133	715	1378	1501	416	2876	461202
1134	967	1168	496	1562	1826	135324
1135	1863	4895	1134	3354	9732	239
1136	3142	4493	3649	4808	20019	1338618
1137	2564	1113	2290	4883	373	1165151
1138	920	581	1458	490	921	100666
1139	988	2707	2089	1226	12166	1012786
1140	957	897	1382	1363	2239	1337722
1141	1467	2005	3274	1626	2622	298999
1142	834	1211	875	694	2162	1253933
1143	3033	7658	922	12111	4845	614177
1144	847	723	1022	528	1335	1322641
1145	2330	2057	2110	1937	3657	912686
1146	1597	3485	956	2625	7266	223
1147	729	1284	530	1141	3117	104378
1148	5474	32993	1380	31231	99868	860377
1149	3533	10215	2478	7689	12692	49658
1150	1362	2128	1208	4331	2060	1160227
1151	2481	3518	1758	3269	8850	49892
1152	1447	1017	1791	5166	296	1275673
1153	1538	4328	1273	2066	13464	1060553
1154	1753	3638	1296	2889	4881	4031
1155	3214	2679	1957	4220	3781	13878
1156	823	629	943	843	1110	114206
1157	991	902	1030	856	1180	603788
1158	6736	12751	3048	44721	7673	1339360
1159	1274	2001	1894	1273	3559	1047895
1160	757	822	1278	418	1591	800733
1161	1544	1681	1123	2287	1722	296670
1162	1520	5732	632	3702	11891	27477
1163	1622	7633	764	6608	13273	427502
1164	711	602	2148	1184	543	32800
1165	532	1801	3065	3021	1012	1189768
1166	2892	3392	2127	10193	1447	9447
1167	3595	16668	1175	12379	28859	203344
1168	719	2303	2827	1423	3115	1330321
1169	9243	25377	3664	43527	45028	169422
1170	5276	25240	845	35228	57765	185986
1171	1616	2495	2663	3047	2772	1333585
1172	890	1324	1049	746	1832	1332343
1173	1668	9454	4467	16839	10783	798400
1174	958	1560	1747	942	4314	1002815
1175	1715	8664	5005	11472	8240	1283728
1176	2083	2039	3935	2945	4540	850969
1177	880	1053	1780	1860	962	214510
1178	1310	468	1848	937	487	1132319
1179	1258	1608	1674	1170	3067	1338682
1180	896	1165	1689	411	3819	1335407
1181	1608	2656	563	3789	5234	18833
1182	1177	2686	1250	1326	7052	1321246
1183	1263	431	1264	1771	194	770997
1184	1044	729	1945	556	1994	582445
1185	1832	577	1727	2429	219	297883
1186	716	16019	6637	13289	19440	65517
1187	768	2648	430	1452	9117	865295
1188	970	685	1279	802	665	1329091
1189	2468	16205	5267	4159	123399	1332207
1190	866	1746	2382	1119	2574	157256
1191	1166	808	1641	601	2408	918566
1192	805	945	817	790	1096	1321966
1193	838	421	1256	396	875	1262019
1194	9274	40692	4770	18655	516694	202453
1195	1128	833	1388	2324	594	1329350
1196	1062	792	1835	621	2044	1152169
1197	743	456	994	591	648	664827
1198	2685	9790	1023	6729	19213	21082
1199	1653	4302	950	2067	13149	31170
1200	767	654	898	600	908	918602
1201	1257	1416	3455	1151	3938	27149
1202	3879	7079	3939	16877	4759	456693
1203	1056	2901	847	1605	9380	101799
1204	1562	1987	1849	1343	2407	1190019
1205	939	750	1183	1566	620	241318
1206	1118	1427	2013	1209	3469	173070
1207	4438	27684	2916	44942	57643	615982
1208	1116	1377	1152	1125	2096	1337071
1209	1161	1549	886	1760	1665	1284164
1210	853	1667	664	907	3079	736318
1211	1387	518	1159	1545	273	821235
1212	1168	7957	2201	17379	11612	1018386
1213	2175	5386	1668	6326	9640	1290078
1214	1099	2430	826	1295	4884	628501
1215	1506	5406	4846	5643	7608	1221507
1216	1757	916	946	7635	229	1018783
1217	3210	3686	4936	9677	1641	217454
1218	1124	1304	802	2257	916	234891
1219	1293	3774	740	2768	7417	27920
1220	976	725	1202	370	1313	1294962
1221	7217	12315	3232	39757	9929	329041
1222	1989	4827	3340	4814	9244	984211
1223	794	1137	2258	537	9977	430817
1224	1042	566	923	2081	199	255543
1225	2583	2726	1813	3268	2690	711879
1226	1187	5357	493	3936	9533	1302432
1227	644	548	644	866	613	870415
1228	3678	6882	2513	6317	26801	264927
1229	4277	25188	967	21187	53592	154401
1230	3165	9508	1397	6820	30999	68016
1231	995	1225	815	1236	1969	52
1232	874	2113	637	1671	3770	5006
1233	877	637	1601	814	693	592654
1234	620	399	1024	262	969	1312278
1235	1549	14481	692	10471	24761	572308
1236	1411	4197	759	3618	4523	945809
1237	950	557	1647	499	596	209422
1238	922	1015	1109	824	1483	1277988
1239	597	329	1040	260	462	149315
1240	1758	964	1734	3178	933	1337723
1241	1058	2731	576	2954	3576	49104
1242	1364	1174	3182	1108	2979	1051111
1243	5879	17966	1081	31534	25101	278297
1244	1050	1288	1365	1719	1713	95070
1245	751	511	1018	837	577	1113842
1246	1035	1402	801	1437	1348	1331638
1247	5824	37386	919	20226	134307	177932
1248	1410	2622	874	2780	4586	399710
1249	1158	2051	830	1750	2529	1315887
1250	1539	1008	2009	891	2311	918573
1251	687	996	1520	623	2242	1303506
1252	837	1103	1009	656	1469	843448
1253	5116	14244	995	23377	12110	104833
1254	678	274	1378	256	370	1197065
1255	5667	29915	1688	26844	82538	123021
1256	799	863	1080	366	2144	1315381
1257	1670	3476	1729	3009	8045	453183
1258	1020	971	811	1121	5405	1323039
1259	2306	20878	1029	23094	31299	83169
1260	1356	3034	478	3223	2866	54565
1261	11322	33408	5558	36899	139206	273776
1262	2582	11184	2206	8267	29952	117707
1263	2241	7587	832	5558	15808	198340
1264	2766	18012	813	17496	34015	504989
1265	973	2242	1012	1321	3728	116915
1266	1085	905	2250	1403	1230	466139
1267	673	914	804	451	1762	1339573
1268	688	650	1369	340	1830	1331600
1269	2939	13038	1508	8335	157277	737029
1270	7719	18223	1599	43883	17873	157
1271	960	5185	3308	6725	5743	1154974
1272	2984	26657	659	13030	87687	167988
1273	489	531	589	643	977	3179
1274	1534	585	2960	842	935	473126
1275	548	309	983	269	588	229440
1276	1148	5640	921	4277	5935	50169
1277	5329	28528	796	32699	106398	172937
1278	1002	940	1004	923	1452	918601
1279	1683	4166	694	4437	3580	1332193
1280	1464	2279	977	2179	2471	1188332
1281	913	1406	955	1672	1355	71368
1282	1083	1245	1823	505	4426	91929
1283	1251	16035	731	17948	51037	139599
1284	1318	6511	721	2521	19557	56382
1285	1252	2637	1795	1820	4950	379836
1286	1342	864	1757	1333	1493	227631
1287	910	535	1011	1282	765	1339537
1288	979	1525	823	1558	1732	1271552
1289	1406	3542	876	3142	4565	656
1290	2361	3389	1368	9005	2873	311184
1291	5588	43256	1546	40525	533162	329782
1292	918	936	1113	564	1875	878322
1293	1000	3007	1047	1534	7706	1979
1294	986	713	1156	679	912	918593
1295	1173	225	1261	1133	55	501576
1296	2016	10594	1660	9206	31289	692881
1297	1330	6814	5583	4673	25323	15770
1298	1706	2168	2847	2358	4066	115691
1299	4462	11486	4420	17038	16899	650022
1300	2463	3434	1334	4405	3141	12960
1301	2855	8113	3034	5515	18320	46167
1302	927	569	658	1239	537	746015
1303	545	292	1551	357	420	191927
1304	1392	1315	1980	1237	2294	760747
1305	3009	4384	2953	7054	4756	899549
1306	677	952	769	611	1766	68640
1307	1986	2239	1723	2195	3121	1324426
1308	642	529	581	771	675	3847
1309	2420	817	1970	2034	3542	1322613
1310	2422	2875	2016	6814	1225	705667
1311	1695	5446	1386	2960	16070	5070
1312	1346	1196	1186	1073	1083	198898
1313	2395	2770	2417	2792	3082	779559
1314	940	1010	1338	755	1309	6488
1315	815	596	760	940	773	480044
1316	2683	12898	1777	8008	44627	595787
1317	601	1559	1782	700	2293	92451
1318	1408	2237	1552	1216	7690	1006
1319	907	788	1342	663	1741	1314149
1320	739	827	1769	446	2399	806288
1321	1582	1219	1480	3152	589	348914
1322	1744	1360	2455	1632	2008	37097
1323	3640	1962	2610	6996	579	719292
1324	1114	600	1630	785	384	7946
1325	1662	10747	1771	6287	21281	790238
1326	570	378	1171	385	671	128745
1327	2082	4249	2058	6593	3052	1269614
1328	1383	2189	683	3886	2414	30277
1329	1515	2758	1585	3232	3885	419998
1330	732	493	2023	311	1274	214288
1331	1242	1072	1288	1484	1730	121879
1332	1306	4739	989	4598	7651	1321641
1333	2102	3721	743	4970	2823	1112880
1334	1103	1039	1010	1816	769	520694
1335	615	515	1662	519	1200	602912
1336	772	584	1680	726	670	572327
1337	840	25508	6779	42905	106124	135091
1338	861	1398	859	772	2478	1263405
1339	1347	1718	1212	1627	2972	275111
1340	906	413	701	1396	198	585450
1341	1646	438	1116	2241	80	403699
1342	1482	1756	978	1474	2409	337967
1343	1005	641	2056	639	1253	370
1344	1379	1825	1259	1401	1824	1330693
1345	7148	22602	4972	18180	66936	222471
1346	919	315	998	1398	86	789907
1347	9848	22377	3988	30209	22814	3446
1348	2169	2060	1908	3282	1878	1145051
